1749;01;1749.042;  96.7; -1.0;   -1;1
1749;02;1749.123; 104.3; -1.0;   -1;1
1749;03;1749.204; 116.7; -1.0;   -1;1
1749;04;1749.288;  92.8; -1.0;   -1;1
1749;05;1749.371; 141.7; -1.0;   -1;1
1749;06;1749.455; 139.2; -1.0;   -1;1
1749;07;1749.538; 158.0; -1.0;   -1;1
1749;08;1749.623; 110.5; -1.0;   -1;1
1749;09;1749.707; 126.5; -1.0;   -1;1
1749;10;1749.790; 125.8; -1.0;   -1;1
1749;11;1749.874; 264.3; -1.0;   -1;1
1749;12;1749.958; 142.0; -1.0;   -1;1
1750;01;1750.042; 122.2; -1.0;   -1;1
1750;02;1750.123; 126.5; -1.0;   -1;1
1750;03;1750.204; 148.7; -1.0;   -1;1
1750;04;1750.288; 147.2; -1.0;   -1;1
1750;05;1750.371; 150.0; -1.0;   -1;1
1750;06;1750.455; 166.7; -1.0;   -1;1
1750;07;1750.538; 142.3; -1.0;   -1;1
1750;08;1750.623; 171.7; -1.0;   -1;1
1750;09;1750.707; 152.0; -1.0;   -1;1
1750;10;1750.790; 109.5; -1.0;   -1;1
1750;11;1750.874; 105.5; -1.0;   -1;1
1750;12;1750.958; 125.7; -1.0;   -1;1
1751;01;1751.042; 116.7; -1.0;   -1;1
1751;02;1751.123;  72.5; -1.0;   -1;1
1751;03;1751.204;  75.5; -1.0;   -1;1
1751;04;1751.288;  94.0; -1.0;   -1;1
1751;05;1751.371; 101.2; -1.0;   -1;1
1751;06;1751.455;  84.5; -1.0;   -1;1
1751;07;1751.538; 110.5; -1.0;   -1;1
1751;08;1751.623;  99.7; -1.0;   -1;1
1751;09;1751.707;  39.2; -1.0;   -1;1
1751;10;1751.790;  38.7; -1.0;   -1;1
1751;11;1751.874;  47.5; -1.0;   -1;1
1751;12;1751.958;  73.3; -1.0;   -1;1
1752;01;1752.042;  58.3; -1.0;   -1;1
1752;02;1752.124;  83.3; -1.0;   -1;1
1752;03;1752.206; 118.3; -1.0;   -1;1
1752;04;1752.290;  98.8; -1.0;   -1;1
1752;05;1752.373;  99.5; -1.0;   -1;1
1752;06;1752.456;  66.0; -1.0;   -1;1
1752;07;1752.540; 130.7; -1.0;   -1;1
1752;08;1752.624;  48.8; -1.0;   -1;1
1752;09;1752.708;  45.2; -1.0;   -1;1
1752;10;1752.791;  77.7; -1.0;   -1;1
1752;11;1752.874;  62.7; -1.0;   -1;1
1752;12;1752.958;  66.7; -1.0;   -1;1
1753;01;1753.042;  73.3; -1.0;   -1;1
1753;02;1753.123;  53.3; -1.0;   -1;1
1753;03;1753.204;  76.2; -1.0;   -1;1
1753;04;1753.288;  63.3; -1.0;   -1;1
1753;05;1753.371;  60.0; -1.0;   -1;1
1753;06;1753.455;  52.8; -1.0;   -1;1
1753;07;1753.538;  36.7; -1.0;   -1;1
1753;08;1753.623;  65.0; -1.0;   -1;1
1753;09;1753.707;  46.7; -1.0;   -1;1
1753;10;1753.790;  41.7; -1.0;   -1;1
1753;11;1753.874;  33.3; -1.0;   -1;1
1753;12;1753.958;  11.2; -1.0;   -1;1
1754;01;1754.042;   0.0; -1.0;   -1;1
1754;02;1754.123;   5.0; -1.0;   -1;1
1754;03;1754.204;   2.8; -1.0;   -1;1
1754;04;1754.288;  22.8; -1.0;   -1;1
1754;05;1754.371;  34.5; -1.0;   -1;1
1754;06;1754.455;  44.5; -1.0;   -1;1
1754;07;1754.538;  31.3; -1.0;   -1;1
1754;08;1754.623;  20.5; -1.0;   -1;1
1754;09;1754.707;  13.7; -1.0;   -1;1
1754;10;1754.790;  40.2; -1.0;   -1;1
1754;11;1754.874;  22.0; -1.0;   -1;1
1754;12;1754.958;   7.0; -1.0;   -1;1
1755;01;1755.042;  17.0; -1.0;   -1;1
1755;02;1755.123;  18.7; -1.0;   -1;1
1755;03;1755.204;  11.3; -1.0;   -1;1
1755;04;1755.288;  10.8; -1.0;   -1;1
1755;05;1755.371;   0.0; -1.0;   -1;1
1755;06;1755.455;   0.0; -1.0;   -1;1
1755;07;1755.538;  14.3; -1.0;   -1;1
1755;08;1755.623;   5.3; -1.0;   -1;1
1755;09;1755.707;  29.7; -1.0;   -1;1
1755;10;1755.790;  39.5; -1.0;   -1;1
1755;11;1755.874;  11.3; -1.0;   -1;1
1755;12;1755.958;  33.3; -1.0;   -1;1
1756;01;1756.042;  20.8; -1.0;   -1;1
1756;02;1756.124;  11.8; -1.0;   -1;1
1756;03;1756.206;   9.0; -1.0;   -1;1
1756;04;1756.290;  15.7; -1.0;   -1;1
1756;05;1756.373;  20.8; -1.0;   -1;1
1756;06;1756.456;  21.5; -1.0;   -1;1
1756;07;1756.540;   6.0; -1.0;   -1;1
1756;08;1756.624;  10.7; -1.0;   -1;1
1756;09;1756.708;  19.7; -1.0;   -1;1
1756;10;1756.791;  23.8; -1.0;   -1;1
1756;11;1756.874;  28.3; -1.0;   -1;1
1756;12;1756.958;  15.7; -1.0;   -1;1
1757;01;1757.042;  23.5; -1.0;   -1;1
1757;02;1757.123;  35.3; -1.0;   -1;1
1757;03;1757.204;  43.7; -1.0;   -1;1
1757;04;1757.288;  50.0; -1.0;   -1;1
1757;05;1757.371;  63.5; -1.0;   -1;1
1757;06;1757.455;  21.3; -1.0;   -1;1
1757;07;1757.538;  41.7; -1.0;   -1;1
1757;08;1757.623;  85.5; -1.0;   -1;1
1757;09;1757.707;  66.2; -1.0;   -1;1
1757;10;1757.790;  54.2; -1.0;   -1;1
1757;11;1757.874; 107.8; -1.0;   -1;1
1757;12;1757.958;  55.8; -1.0;   -1;1
1758;01;1758.042;  62.7; -1.0;   -1;1
1758;02;1758.123;  86.7; -1.0;   -1;1
1758;03;1758.204;  81.7; -1.0;   -1;1
1758;04;1758.288; 120.5; -1.0;   -1;1
1758;05;1758.371;  77.3; -1.0;   -1;1
1758;06;1758.455;  75.0; -1.0;   -1;1
1758;07;1758.538;  73.3; -1.0;   -1;1
1758;08;1758.623;  64.5; -1.0;   -1;1
1758;09;1758.707; 104.2; -1.0;   -1;1
1758;10;1758.790;  62.8; -1.0;   -1;1
1758;11;1758.874;  71.7; -1.0;   -1;1
1758;12;1758.958;  71.7; -1.0;   -1;1
1759;01;1759.042;  80.5; -1.0;   -1;1
1759;02;1759.123;  73.3; -1.0;   -1;1
